,link,name,cost_text,coordinates,rooms,external_information,desc,bedroom,bathroom,parking,weekly_rent,postcode,bond
857,https://www.domain.com.au/310-243-toorak-road-south-yarra-vic-3141-13014593,310/243 TOORAK ROAD South Yarra VIC 3141,$850/per week - *UNDER APPLICATION*,"[-37.8392541, 144.995015]","[['2 Beds'], ['2 Baths'], ['1 Parking']]","Available from Thursday, 1st September 2022Internal area 85m²","PRIVATE APPOINTMENTS NOW AVAILABLE
Please contact Jack Parsons on 0430 444 214 or leasing@amity.com.au to organise a viewing",2,2,1,,3141,
858,https://www.domain.com.au/46-greig-street-albert-park-vic-3206-16026433,46 Greig Street Albert Park VIC 3206,$795.00,"[-37.8416324, 144.9487728]","[['3 Beds'], ['1 Bath'], []]",Date Available: Available NowBond $3454,Matthew Curnow,3,1,0,795.0,3206,3454.0
859,https://www.domain.com.au/80c-first-ave-altona-north-vic-3025-16056452,80c First Ave Altona North VIC 3025,$800 weekly,"[-37.8331978, 144.8552887]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $3476,Lauren Allingham,4,3,2,,3025,3476.0
860,https://www.domain.com.au/201-737-high-street-armadale-vic-3143-16050917,201/737 High Street Armadale VIC 3143,$800,"[-37.8542296, 145.0124538]","[['2 Beds'], ['2 Baths'], ['1 Parking']]","Available from Monday, 19th September 2022Bond $3476"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,1,,3143,3476.0
861,https://www.domain.com.au/5-llaneast-street-armadale-vic-3143-15991125,5 Llaneast Street Armadale VIC 3143,$795.00,"[-37.8615111, 145.0274411]","[['3 Beds'], ['1 Bath'], ['1 Parking']]",Date Available: Available NowBond $3453," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,1,1,795.0,3143,3453.0
862,https://www.domain.com.au/1-178-nepean-highway-aspendale-vic-3195-16030550,1/178 Nepean Highway Aspendale VIC 3195,$800.00,"[-38.0298143, 145.1025197]","[['5 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5,2,2,800.0,3195,3476.0
863,https://www.domain.com.au/14-ozone-road-barwon-heads-vic-3227-15772402,14 Ozone Road Barwon Heads VIC 3227,$795 Per Week,"[-38.2782553, 144.4914939]","[['4 Beds'], ['2 Baths'], []]",Date Available: Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,2,0,,3227,
864,https://www.domain.com.au/1-15-smith-street-bentleigh-vic-3204-15039674,1/15 Smith Street Bentleigh VIC 3204,$795 per week,"[-37.91805, 145.043824]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,1,,3204,
865,https://www.domain.com.au/30a-elizabeth-street-bentleigh-east-vic-3165-15976862,30A Elizabeth Street Bentleigh East VIC 3165,$795.00,"[-37.9229534, 145.0535369]","[['3 Beds'], ['2 Baths'], ['3 Parking']]",Date Available: Available NowBond $3454," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,3,795.0,3165,3454.0
866,https://www.domain.com.au/10-30-willansby-avenue-brighton-vic-3186-12003778,10/30 Willansby Avenue Brighton VIC 3186,$800.00,"[-37.9073116, 145.0036956]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4800,Application Accepted | Application Accepted | Application Accepted ,3,2,1,800.0,3186,4800.0
867,https://www.domain.com.au/unit-8-17a-martin-st-brighton-vic-3186-15986677,Unit 8/17A Martin St Brighton VIC 3186,Leased,"[-37.8953152, 144.9891952]","[['2 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,2,,3186,
868,https://www.domain.com.au/10-montrose-avenue-brighton-vic-3186-16002176,10 Montrose Avenue Brighton VIC 3186,$800.00,"[-37.8921888, 144.9991585]","[['3 Beds'], ['1 Bath'], ['2 Parking']]",Date Available: Available NowBond $4477,*You MUST register for an inspection and we ask that you also confirm your attendance. AN AGENT WILL NOT BE PRESENT IF YOU DO NOT REGISTER and CONFIRM. Your consideration and co-operation is appreciated. Photo ID is also required please.,3,1,2,800.0,3186,4477.0
869,https://www.domain.com.au/32-rusden-street-brighton-vic-3186-16046790,32 Rusden Street Brighton VIC 3186,$800 per week,"[-37.887015, 144.9971034]","[['3 Beds'], ['1 Bath'], [], []]",Date Available: Available NowBond $3477Land area 222m²," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,1,0,,3186,3477.0
870,https://www.domain.com.au/1-3-asling-street-brighton-vic-3186-15922688,1/3 Asling Street Brighton VIC 3186,$800 weekly,"[-37.904604, 145.00152]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Monday, 5th September 2022Bond $3200","Experience unmatched lifestyle convenience and single level ease in the stylish surrounds of this elegant three bedroom, two bathroom town residence on the edge of Bay Street. 
This location has it all with cafes, restaurants, shops, the cinema and city transport at your door or venture just a little further and enjoy sunset strolls along the Golden Mile foreshore and the delights of Church Street",3,2,2,,3186,3200.0
871,https://www.domain.com.au/26-budd-street-brighton-vic-3186-16038735,26 Budd Street Brighton VIC 3186,$795.00,"[-37.90218, 145.0000194]","[['3 Beds'], ['1 Bath'], ['1 Parking']]","Available from Friday, 16th September 2022Bond $3975",Zarah Baker,3,1,1,795.0,3186,3975.0
872,https://www.domain.com.au/15-plunket-street-brighton-east-vic-3187-16058730,15 Plunket Street Brighton East VIC 3187,$800.00,"[-37.9200485, 145.0141596]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Friday, 9th September 2022Bond $3476"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,800.0,3187,3476.0
873,https://www.domain.com.au/2-loyola-avenue-brunswick-vic-3056-16041030,2 Loyola Avenue Brunswick VIC 3056,$795pw / $3454pcm,"[-37.7710607, 144.9699819]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3454,"In this beautiful cul-de-sac, and only a stones throw from Lygon St cafes and public transport, Is this wonderful four bedroom home and open study. With adaptable living zones, generous meals and kitchen area, plus a great area for a work from home space. With four bedrooms and two bathrooms, a growing family can make this a place to call home for years to come. With heating and cooling, off",4,2,2,3454.0,3056,3454.0
874,https://www.domain.com.au/40-frederick-street-brunswick-vic-3056-16042062,40 Frederick Street Brunswick VIC 3056,$800.00 per week,"[-37.7615156, 144.9596133]","[['4 Beds'], ['1 Bath'], []]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,1,0,800.0,3056,3476.0
875,https://www.domain.com.au/195-glenlyon-road-brunswick-east-vic-3057-15983600,195 Glenlyon Road Brunswick East VIC 3057,$800 per week,"[-37.7727109, 144.9739834]","[['3 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,3,2,,3057,3476.0
876,https://www.domain.com.au/4605-160-victoria-street-carlton-vic-3053-15680160,4605/160 Victoria Street Carlton VIC 3053,$800,"[-37.8060742, 144.9618361]","[['2 Beds'], ['1 Bath'], []]",Date Available: Available NowBond $2824," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,1,0,,3053,2824.0
877,https://www.domain.com.au/3813-160-victoria-st-carlton-vic-3053-15268098,3813/160 Victoria St Carlton VIC 3053,$800 per week,"[-37.8062149, 144.9618804]","[['2 Beds'], ['2 Baths'], ['1 Parking']]","Available from Wednesday, 14th September 2022Bond $3477"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,1,,3053,3477.0
878,https://www.domain.com.au/1612-160-victoria-street-carlton-vic-3053-15811561,1612/160 Victoria Street Carlton VIC 3053,$800/W Furnished,"[-37.8062149, 144.9618804]","[['2 Beds'], ['2 Baths'], []]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,0,,3053,3476.0
879,https://www.domain.com.au/1716-160-victoria-street-carlton-vic-3053-16058345,1716/160 Victoria Street Carlton VIC 3053,$800 Fully Furnished pw,"[-37.8062149, 144.9618804]","[['2 Beds'], ['2 Baths'], []]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,0,,3053,3476.0
880,https://www.domain.com.au/1816-160-victoria-street-carlton-vic-3053-15483807,1816/160 Victoria Street Carlton VIC 3053,$800/W Furnished,"[-37.8062149, 144.9618804]","[['2 Beds'], ['2 Baths'], []]",Date Available: Available NowBond $3476,Swanston Central is located on the corner of Victoria and Bouverie Streets at the northern edge of Melbourne CBD.,2,2,0,,3053,3476.0
881,https://www.domain.com.au/2008-160-victoria-street-carlton-vic-3053-15897070,2008/160 Victoria Street Carlton VIC 3053,$800/W Furnished,"[-37.8062149, 144.9618804]","[['2 Beds'], ['2 Baths'], []]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,0,,3053,3476.0
882,https://www.domain.com.au/9-491-nicholson-street-carlton-north-vic-3054-16035692,9/491 Nicholson Street Carlton North VIC 3054,$800 PW / $3476 PCM,"[-37.787867, 144.976431]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,3476.0,3054,3476.0
883,https://www.domain.com.au/258-amess-street-carlton-north-vic-3054-16038603,258 Amess Street Carlton North VIC 3054,$800pw/$3476pcm,"[-37.7813048, 144.9747472]","[['3 Beds'], ['1 Bath'], ['1 Parking']]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,1,1,3476.0,3054,3476.0
884,https://www.domain.com.au/2-22-woornack-road-carnegie-vic-3163-16048387,2/22 Woornack Road Carnegie VIC 3163,$800.00,"[-37.8975654, 145.0579943]","[['4 Beds'], ['3 Baths'], ['2 Parking']]","Available from Thursday, 8th September 2022Bond $3476"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,800.0,3163,3476.0
885,https://www.domain.com.au/11-gnarwyn-road-carnegie-vic-3163-13489688,11 Gnarwyn Road Carnegie VIC 3163,$800,"[-37.8942463, 145.0610693]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,,3163,3476.0
886,https://www.domain.com.au/2-55-wanda-rd-caulfield-north-vic-3161-16002680,2/55 Wanda Rd Caulfield North VIC 3161,$800 weekly,"[-37.867261, 145.0198444]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3476,*** YOU MUST PRE-REGISTER TO ATTEND THE SCHEDULED INSPECTION ***,3,2,2,,3161,3476.0
887,https://www.domain.com.au/7-raglan-street-caulfield-north-vic-3161-16061817,7 Raglan Street Caulfield North VIC 3161,$795.00,"[-37.8694137, 145.0202942]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Tuesday, 27th September 2022Bond $3454"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,795.0,3161,3454.0
888,https://www.domain.com.au/46-venus-street-caulfield-south-vic-3162-16018162,46 Venus Street Caulfield South VIC 3162,$800 per week,"[-37.894172, 145.0149991]","[['4 Beds'], ['2 Baths'], ['3 Parking']]",Date Available: Available NowBond $3476,Leasing Team,4,2,3,,3162,3476.0
889,https://www.domain.com.au/23-weymar-street-cheltenham-vic-3192-15990785,23 Weymar Street Cheltenham VIC 3192,$795.00,"[-37.9619413, 145.0619785]","[['4 Beds'], ['2 Baths'], ['3 Parking']]",Date Available: Available NowBond $3455,You MUST register for an inspection and we ask that you also confirm your attendance. AN AGENT WILL NOT BE PRESENT IF YOU DO NOT REGISTER and CONFIRM. Your consideration and co-operation is appreciated.,4,2,3,795.0,3192,3455.0
890,https://www.domain.com.au/23-woolacott-street-coburg-vic-3058-16012819,23 Woolacott Street Coburg VIC 3058,$795pw / $3454pcm,"[-37.7493384, 144.9627969]","[['4 Beds'], ['1 Bath'], []]",Date Available: Available NowBond $3454," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,1,0,3454.0,3058,3454.0
891,https://www.domain.com.au/8-sargood-street-coburg-vic-3058-16057100,8 Sargood Street Coburg VIC 3058,$800.00,"[-37.7480049, 144.9644102]","[['5 Beds'], ['1 Bath'], []]",Date Available: Available NowBond $3476,** BOOK INSPECTION ONLINE OR SAVE TIME VIEW OUR 3D TOUR &amp; APPLY **,5,1,0,800.0,3058,3476.0
892,https://www.domain.com.au/111-hotham-street-collingwood-vic-3066-15951754,111 Hotham Street Collingwood VIC 3066,$800.00,"[-37.7970508, 144.9911856]","[['3 Beds'], ['1 Bath'], []]",Date Available: Available NowBond $3476,"A big win with its flexible three-bedroom layout and spacious rear courtyard on a wide leafy street, this brilliant terrace is absolutely the one in a wonderfully convenient, city-edge pocket and one of Collingwood's more sought-after streets. Capturing streams of natural light, this stylishly enhanced residence flows from an attractive main bedroom with a fireplace and built-in robes to a",3,1,0,800.0,3066,3476.0
893,https://www.domain.com.au/201-35-victoria-parade-collingwood-vic-3066-15904441,201/35 Victoria Parade Collingwood VIC 3066,$800 per week,"[-37.8086074, 144.9837944]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $3200,**ARRANGE AN INSPECTION TIME ONLINE - DETAILS BELOW**,3,2,1,,3066,3200.0
894,https://www.domain.com.au/17-174-smith-street-collingwood-vic-3066-15960340,17/174 Smith Street Collingwood VIC 3066,$795 per week *NEG*,"[-37.8033362, 144.9837513]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3454,"Individually finished and with quality appointments throughout, this wonderful three bedroom apartment offers a level of luxury rarely on offer.",3,2,2,,3066,3454.0
895,https://www.domain.com.au/18-olive-road-devon-meadows-vic-3977-16036466,18 Olive Road Devon Meadows VIC 3977,$800 per week,"[-38.1652368, 145.2974811]","[['3 Beds'], ['1 Bath'], ['4 Parking']]",Date Available: Available Now,"OBRIEN REAL ESTATE EXPRESS APPROVAL PROPERTY - This property is available for our express application process. You will need to simply inspect the property in the comfort of your home with our 3D Virtual Tour displayed in the advertisement. If you like what you see you can then apply for the property.
To do so please press the 'Apply now' button on our website. If you are
successful we will",3,1,4,,3977,
896,https://www.domain.com.au/1101-81-south-wharf-drive-docklands-vic-3008-16032975,1101/81 South Wharf Drive Docklands VIC 3008,$800 pw,"[-37.8222526, 144.9360816]","[['2 Beds'], ['2 Baths'], ['2 Parking']]","Available from Thursday, 1st September 2022Bond $3476"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,2,,3008,3476.0
897,https://www.domain.com.au/184-8-waterside-place-docklands-vic-3008-15019867,184/8 Waterside Place Docklands VIC 3008,$800,"[-37.819887, 144.9421624]","[['2 Beds'], ['2 Baths'], ['2 Parking']]","Available from Friday, 9th September 2022"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,2,,3008,
898,https://www.domain.com.au/304-30-rakaia-way-docklands-vic-3008-15146617,304/30 Rakaia Way Docklands VIC 3008,$800 per week,"[-37.8148828, 144.9414987]","[['2 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,2,,3008,
899,https://www.domain.com.au/1413-25-waterfront-way-docklands-vic-3008-16032638,1413/25 Waterfront Way Docklands VIC 3008,$800 per week,"[-37.8136903, 144.9392889]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,1,,3008,3476.0
900,https://www.domain.com.au/801-387-docklands-drive-docklands-vic-3008-16032494,801/387 Docklands Drive Docklands VIC 3008,LEASED by Jalen $800 per week,"[-37.8137388, 144.9409209]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,1,,3008,
901,https://www.domain.com.au/54-shoobra-road-elsternwick-vic-3185-15885600,54 Shoobra Road Elsternwick VIC 3185,$800 per week,"[-37.8893846, 145.0075519]","[['4 Beds'], ['1 Bath'], ['2 Parking']]",Date Available: Available NowBond $3477,"Proudly positioned in one of Elsternwick's best period streetscapes, this gracious Victorian home offers abundant natural light and functionality with mulitple living areas and an enormous rear yard and workshop - an ideal home for families. ",4,1,2,,3185,3477.0
902,https://www.domain.com.au/1-18-blanche-street-elsternwick-vic-3185-16022898,1/18 Blanche Street Elsternwick VIC 3185,$800 Per Week,"[-37.879647, 145.014745]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3476," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,,3185,3476.0
903,https://www.domain.com.au/2-107-addison-street-elwood-vic-3184-15983375,2/107 Addison Street Elwood VIC 3184,$795 weekly,"[-37.8807827, 144.9803303]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $3454,"With its elevated position and leafy outlooks creating an undeniable 'treehouse' feel, this beautifully appointed 3-bedroom apartment is an absolute standout when it comes to low maintenance living.",3,2,1,,3184,3454.0
904,https://www.domain.com.au/81-deakin-street-essendon-vic-3040-15997925,81 Deakin Street Essendon VIC 3040,$800.00,"[-37.7461693, 144.8917972]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $3477," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,800.0,3040,3477.0
